sequence|label
"I rented this film from Blockbust because of the Cover and Title! Sounded intriguing!! This movie suffered because of the writing, it needed more suspense. The ""monsters"" needed more face time. We needed them to have some sort of special power and definitely more ""Oh Sh--"" moments. The photography didn't bother me except for the scene where a re-breather blows up. There were too many close ups. But other than that the movie seemed to drag and the heroes didn't really work for their freedom. Overall, I would say everyone put in a lot of time even the writers."|1
This film is good in it's genre and that genre is naturally action with a little/average budget. Looks like Van Damme delivers greatly better performances when he has a good director guiding him. There is your basic bar brawl, alley scene and mostly a lot of gun fighting. Some basic drama, but nothing too deep. Isaac Florentine directs an OK action flick if you ignore the weak plot and the holes in it. But the person who steals the show is: Scott Adkins. How come this guy isn't a massive Arnold Schwarzenegger caliber action star that I don't know.|1
"I'm having as much fun reading the user comments as I did watching the movie! It seems that this is the classic either ""Love it"" or ""Hate it"" movie. And I have to say that I not only am on the ""Love it"" side, I'm going on a limb to say it this my FAVORITE movie, EVER! Thank heavens I found it in the first place. Almost IMPOSSIBLE to find, I was lucky about ten years ago to record it off a late night UHF channel."|1
"I think Walter Pidgeon was badly miscast in this film. Just not believable in the role. Barbara Eden was beautiful, and acted her part well enough. No one else was at all memorable. I remember the TV series spun off from this movie when I was a small child. I even think I had a plastic ""Seaview"" that would submerse and was great for playing with in the bathtub. Long time ago.As for some of the other criticism I've read for this film: It's certainly unfair to judge special effects or science knowledge of 4 decades ago by today's standards."|1
I watch a lot of movies - DVD , features , and classics , you name it . The night I watched the last Transformers movie , I was so blown away by how great it was that i decided to watch all the other ones as well . I went in with a very low budget , but what i saw made me think I could go all the way if I wanted to , I decided to give Transformers 2 a shot for a while . So here we are . . . The plot ? Well , it seems to have a lot to do with a robot , but he isn't a robot .|0
Zachary Scott does what he does best , i.e. , plays a worm , in `` Danger Signal , '' a film that, like every one of his other films, I would rate a 5 star , if you are in the mood for some funny, fun, and most importantly, scary films . I was recently watching the movie with my daughter and I got to see what my son got up to while I was trying to sleep at night. I told him not to go anywhere and he told me to put the camera down.|0
"Is there a fire fighter cliché that is NOT used in this film? From the opening line ""I'm getting too old for this"" through the ""antics"" of the firemen, to the ""worrisome wife"" the loss of his best friend in the firehouse, to the final funeral for the fallen brethren, this film looks and sounds like it was written by the marketing department at Disney (""Our studies show that audiences really like it when..."" and then they stuck it in).There is nothing original here."|1
I am very disappointed because I expected a real ride as promised in the many reviews. The script is very bad with lot of holes and the direction too. The director failed completely to develop each violent scene with thrills and suspense. It tries very hard to follow a wannabe thriller. Therefore I had to watch how every bullet was spent without giving any sense to me. I was always asking what kind of movie I am watching. Then I didn't like that she smoked aggressively one cigarette after the other but perhaps the film was supported partly by the tobacco industry.|1
"Once again, Doctor Who delivers the goods by the bucket load. It has humour (""You're just making it up as you go along!"" ""Yup, but I do it brilliantly""), action, monsters (in this case still more kick-ass cybermen), tragedy and scare tactics. In short, just what the doctor ordered (pun intended). The way that the emotions move from one to the other is done so well that there is no feeling of ""get on with it""."|1
The trailer for this film promised a new twist on the zombie genre : setting it in the Old West, a place that was often associated with terror, yet is now the perfect setting for a good old fashion zombie horror movie. The idea for this was created when the director was on vacation with a family and the kids loved all the movies they saw in that genre, but they also had all of the ideas from the movies they’d seen to make their own and wanted to see if they were right in their predictions.|0
There are actually some good reasons, why a person should take the risk of going totally insane by watching this show. The breasts are nice, even though some of them aren't that real, but they usually come in pairs, which is good. Watching the beach on your screen is also a very relaxing experience, as it is an ideal place for just taking it easy and not worrying too much about getting eaten by a rubber shark. It's always good to remember, that David Hasselhoff is a god. Not the god, but a god.|1
Rabbit Fever is a mockumentary collection of sketches, each one of them focussing on a female personal device that was made popular by a single 1998 episode of Sex and the City (the latter half of 1998, rather than the early episodes which were all directed by women). From opening statistics that make Rabbit Fever sound like a soft porn movie, we are treated to a sea of predictable sketches with real and imaginary characters in a world run amok with women's addiction to solitary pleasure.Men, as Germaine Greer rather arrogantly explains, have invented a gadget for women that makes men superfluous in the bedroom.|1
It takes an eternity for this typically over-simplistic and idiotic Stephen King-based film to finally get out of the starting blocks. (WARNING: The following review is spoiler-free.) I remember back in the 1990’s being a kid. I remember thinking, “I can see the movie and I’m gonna go watch it” and then I would go see it, but in all seriousness, that’s all I ever did for the last twenty years of my life. And then I found this film, The Stand by the same author as my favorite Stephen King book and I started reading it.|0
It beats me how anyone can rate this film very highly. It is no understatement to call it far fetched. How the guy managed in such a short space of time to construct a wooden maze of underground rooms is quite ridiculous or maybe he was the greatest carpenter since Jesus. The obese sheriff played by Hoyt Axton looked like a refugee from the Jerry Springer show and I found the blonde female lead Jennifer Jason Leigh rather plain. We have an expression here in the U.K. 'mutton done up as lamb' which suits her perfectly.|1
This movie is a gay love story disguised as a tale of graffiti and friendship . Not ONE review described it as that. The movie begins at night. The first night is a quiet one. There’s a slight commotion at the end of the hallway. We follow them into a bathroom. We can only see four people in the bathroom at once. One is naked, one is fully clothed and one is in his underwear. They look out of the window at a beautiful garden. We see a man and a woman standing on the terrace of the hotel they are renting in the night.|0
I am a gigantic fan of both Koyaanisqatsi and Powaqqatsi , but this movie is just not good . The story is good, but some of the acting is terrible . the director of this movie and the writer should not have made such a dumb movie like that . i am looking for a remake of this movie . i watched the trailer and i think this movie will be a flop . why the movie has such a low rating is beyond me . the whole thing is so silly , i don't really get it . it was a good movie .|0
Ik know it is impossible to keep all details of a book in a movie . But this movie has a story to it. It’s not just a book that we read or see and hear . It’s more than that. It has meaning for the characters, it has a story to relate to. It has meaning for me personally, it touches my heart. This movie is a story, a true story . It’s about real people, real problems, real things that happen to real people.|0
There is a lot to like in this film , despite its humble trappings of a preachy PC tale about the evil influence of technology on humans , one can find fault with every single element in this tale. I’ll start at the end of the film, where it begins. This film is the product of a man in his mid 30s , a tech savvy guy , he’s the man of the house , you could see he was a bit obsessed with technology. I guess he was born after the technology was already there , he didn’t invent it himself but he used it.|0
Wow ! This is the movie that should be shown on TV at Two in the morning on Cinemax for the year 2012 ! This movie is the only movie I could actually watch at Two in the morning while my husband was at work ! I really didn't know that anyone could actually see this movie because it's a comedy and the main characters are idiots ! I was a bit worried that this movie wouldn't be seen, but I was very lucky ! I was the only one in our neighborhood who actually saw the movie !|0
I 've seen this story before but my kids have n't . Boy with troubled past joins military , faces military 's toughest challenge. I'm not sure what's going on over there. But I do know that I want my kids growing up to be strong, capable men and women. Not weak, incapable, and vulnerable. And they have to be able to overcome challenges that they face in life. A young man in a uniform faces a challenge that any young man should want to tackle, but I would not want my son to be in such a position in life.|0
Duncan Roy 's writing and direction is really , and regularly , below par . Actually it sort of stinks . And there is nothing to suggest the writer has ever had any formal education . There is nothing in his writing to suggest an academic. And if you try to understand his approach, you’ll not understand his ideas or the ideas he presents. And you’ll have a very, very hard time coming up with what the author is trying to communicate, or is trying to make you think, or what it is he’s trying to do.|0
"I saw the film at the Brooklyn International Film Festival ( World Premiere ) .A haunting , intimate portrait of love , loss , and redemption. An amazing film , and I'm sure this film will find a place of honor in history books .I would like to thank you , my wife and family for all the support you are giving me ! I hope you are well , enjoy the rest of the week . Sunday, June 6, 2011

It started out innocently, the day I went to get my car cleaned ."|0
I can't believe some of the comments here in the reviews. The film is dated of course, and from our comfortable viewpoint in the age of CGG a lot of the special effects are deeply unconvincing now. But even allowing for this, Helen of Troy is so bad that it is almost laughable. The scripting is awful, just awful, with no characterisation at all. The performances suffer as a result, you can see the likes of Hardwicke and Andrews writhing in an agony of embarrassment as they deliver the most ridiculous shallow trite codswallop lines.|1
Mr. Kennedy should stop ExPeRiMeNtIng with bad movie scripts . What WAS he thinking ? This is a movie that should have been made over 40 years ago. In the end he will look like a total idiot. I have to agree with the comments made here by Mr. Kennedy about the movie that is being made today. People are still making the mistake of buying old films and expecting that they are gonna be better. I remember when I bought my first DVD of The Maltese Falcon and I couldn't believe what I saw on screen.|0
Hard to believe - but it is ! I should n't be surprised . Commercials try to show how unique their products are and how much fun they are, but I find the truth not to be all that exciting. So it was a bit surprising to see some of the same products on the show floor. I think I need to watch a few more of these shows to get a real feel for what I am seeing! I had the opportunity to review a few of these in person. Some were at the show, some are online only.|0
The Comebacks is a spoof on inspirational sports movies, and let me just tell you-it is not a good one. Tom Brady (the director) probably found it hilarious that referencing sports films (from Gridiron Gang, Invincible and even Miracle! to The Longest Yard and Dodgeball-yes Dodgeball!) and tossing in a couple of sex jokes, would be the funniest thing since Airplane! Well, he was wrong. They did such a slipshod job, you'd thought it was written in a week. I have found it that if a director loves the genre, the movie will be good.|1
Another movie that makes the story of The Beach Boys worse than it is . I especially remember the scene in the end that I'm sure you will all remember, because it is one of my very favorite scenes in all of movies! The scene in the end. I was so excited when I saw this movie and it was my first ever. I think it is because this movie has everything I was wanting. I liked the Beach Boys, I loved the music of the Beach Boys . I loved the lyrics. I just really loved the movie.|0
I have watch this movie almost every night that is was on HBO . It is of my opinion that this movie will change the way you think about the end of the universe and what is at stake. I would say it is the best film out there. This is a must see! I think I will watch this again. P.S. If you want to add your comments or questions, please leave a reply to this post. Thank you! What can you say about a movie that takes the entire movie to explain how the entire universe ends?|0
"I worked on this atrocity ten years ago. Luckily for me, no one knows it because I didn't make the final cut. And when I saw the movie in the theaters, I was glad! My agents were driven nuts by the (apparently first-time) filmmakers, rewriting the script daily and changing their arrangements with the agencies just as often. They later told me that, once back in California (we shot in Atlanta), these ""professionals"" had 4 1/2 hours worth of footage! Even edited down to 90 minutes, it's at least twice as long as it needs to be."|1
Movies seem to fall into two categories : films that reinforce existing societal values and beliefs , and those that reflect new and different beliefs . The movies I have reviewed on my blog have been in neither category. When it comes to entertainment , movies are not only the medium of expression for people who already have a particular worldview but also for those who have not and are searching for it . For the most part, when I have reviewed movies it has been because those in society have told me that I have a right to watch the movie and that it has an important message .|0
SPOILER WARNINGWe 've all heard the `` Boy Who Cried Wolf '' legend . But what if the wolf was not a complete fiction? And what if it's real and the legend is true ? This is a story about that. This is the true story about the man who was not afraid to stand up to his government when he felt he was entitled to his privacy but was threatened with prison for something he never did. He went to the local authorities and made a formal complaint. And what happened? He was not punished. He was offered his privacy back and his rights were respected.|0
"Whenever someone tries to tell me that they think a movie is the worst ever (and it's usually some movie that's ""cool"" to hate, like ""Manos, the Hands of Fate"" or ""The Avengers"") I ask them, ""is that movie a comedy about an orphan who is constantly trying to murder adults? Does anyone utter the line 'I'd rather eat a turd' in that movie? ""This movie is WAY too infantile and moronic for adults, and WAY too violent and irresponsible for children."|1
"Oh what a disappointment this movie is. I can't believe it was directed by Wajda. There's practically no plot and 90% of the movie consists of various people walking in and out of the screen, weakly trying to interact with each other while talking about the Katyn massacre. The most interesting part comes right at the end, but by that time I simply stopped caring while trying to suppress my yawns.Almost the entire movie is filmed with a hand-held camera, which is supposed to convey the feeling of ""personal immediacy"" but there's nothing personal or immediate about most of the movie."|1
OK - say some college in southern California has an movie making class . And some dudes were enrolled just for the chance to participate . They were given a laptop to study , and were asked to make a film about a fictional country . And so they made the movie of their choice . Now they are going to watch it in the theater on a Saturday afternoon . And the dude who was supposed to make the movie for them is sitting at home with a beer . And is also going to work that night . So he doesn't want to be working on his laptop on a Saturday at 11 o'clock .|0
Another great musical from Hollywoods Golden Age ! I liked this movies story about a trio of friends who are stuck in a dead end house with nothing but their own thoughts and emotions. One of the three has an affair, the other two get jealous and the one with an affair leaves town without telling anyone in sight . What I like most in this movie is that the audience never know when the story is about them, and it is only when one of the characters gets a chance to shine that you will understand why the others are depressed and jealous.|0
I am a big follower of Indian Movies especially Malayalam and Tamil.Shame on India for not sending this movie as their official Oscar entry. I have seen this movie and it has clearly revealed to me the maturity Tamil cinema has in its screenplay and narrative which bollywood better catch up with.By the way to all we westerners, Tamil Cinema is more qualitative and very different from Bollywood which is all about good looks glamour and promotion.Coming to the point what was India thinking when they sent a movie like 'Devdas' to the Oscars? That was a really a Masochist move.|1
i was very impressed with this production on likely all levels ; from production to plot and character development.this definitely makes for one of the best films i've seen in ages and i've watched it at least 10 times in my life and i have no qualms about re watching this great film again and again and again.the plot is so well crafted and developed that you can't help but believe it to be true . and the performances by the actors are quite outstanding and they are excellent . i can't see any reason why a film like this wouldnt be a great piece of entertainment and i highly recommend this to everyone .|0
"This was Gene Kelly's breakthrough, and that alone makes it memorable. Throw in Rita Hayworth as his love interest and comedian Phil Silvers of all people as his sidekick and you have the ingredients for a real crowd pleaser, which is exactly how it turned out.Kelly plays Danny McGuire, a nightclub owner in Brooklyn (Brooklyn is always the ""wrong side of the tracks"" in '40s films) whose star attraction and love interest is Rusty Parker (Rita Hayworth). Rita is lovely, and even plays a dual role as Rusty and Rusty's grandmother."|1
"Robert Aldrich's brutal, quasi-black comedy ""The Grissom Gang"", a reworking of the 1948 British film ""No Orchids For Miss Blandish"", has 1920s heiress Kim Darby kidnapped by a pack of clumsy thieves; soon, that gang is dispatched and poor Kim is then transferred into the clutches of another crooked bunch--third-rate gangster brothers with sweaty, pasty faces and a mother who looks like Buddy Ebsen in drag. At first, Darby (not very plucky, and not very smart) attempts to escape this drooling brood, but they're onto her."|1
'Water ' ( 2005 ) , the final part of Toronto-based Indian film-director Deepa Mehta 's elemental trilogy has been remastered and digitally remastered to HD in a stunning transfer. As part of the same project the trilogy has been remastered twice, first in 2005 by Mehta, and then in 2008 by Sony Pictures Home Entertainment. The latter remaster, is now available for the first time on HD DVD. It is accompanied by a bonus feature on the Blu-ray, including an essay by Mehta that highlights the importance of the trilogy for Indian cinema and the legacy of Deepa Mehta.|0
Did people expect `` Jurassic Park 3 '' to be full of surprises ? Not one moment of it is a surprise. This movie is a great example of how to deliver what we wanted to see from the first Jurassic Park movie. The story of the first movie has always been to keep the excitement and tension at a high level. But what this movie delivers is something that we never thought we needed : a good story full of thrills and emotions. We didn't want to see what happened to Dr. Ian Grant in the beginning of this movie, and that is exactly what we get.|0
"I like seeing Linda Blair playing in an actual ""horror"" movie again. I had been disappointed with her in most everything since the ""Exorcist ""movies (Which i loved). What was up with all of those nasty ""B-movies"" she did? David Hassellhoff on the other hand, all i could do is laugh. He is not cut out to be a horror movie actor. David needs to stick to ""Knight Rider"" or ""Baywatch"".All around, this is an awesome movie. Even for the eighties, this was an awesome film."|1
Rating: 8 out of 10. Directed by Alfred Hitchcock.Tennis star Guy Haines (Farley Granger) meets the mysterious Bruno Anthony (Robert Walker) on a train. Soon afterwards, Guy finds himself drawn into the psychotic realm of Bruno's world. Guy is separated from his wife and is now involved with a senator's daughter. Guy is interested in entering into politics after he retires from tennis. Bruno wants to kill his own father but doesn't want to do it himself.Bruno proposes that he disposes with Guy's wife, while Guy's part of the deal is to eliminate Bruno's father.|1
"when i watched this crap , it reminded me of the the title of the movie FIRE , Which is pretty much the same shit , I mean what the hell ?? I don’t care , this is garbage. I will not watch another one of these
films ever. I will never watch this crap again. JON, you’re an artist. You may not be able to put your finger on that, but you are able to communicate with the public, and know that no matter what happens in your life or what happens in the world, you will always remain true to your art."|0
If you really really REALLY enjoy movies featuring ants building dirt-mirrors , eating non-ants , and conquering the world with a mop and bucket , you need to see a movie called “Worm People”. While you may find the concept a bit hard to fathom, I’ve got some good news: you’ll have plenty of time to watch the movie once you’ve read this review! What is “Worm People”, anyway? It’s a movie that takes place in a parallel reality in which the ants have been genetically engineered to act as little soldiers, but also to be super-smart.|0
As I write this in November 2005 I 've become aware that the great British boom of cinema has come to an end. I think of the film industry as a huge, wonderful, beautiful, important thing. And it has been since the beginning and I have no idea where the time is gone when it seems that a new movie will never be seen again in the west. In the last year or two it has taken a sudden turn for the worse (which is also the reason why I have written so little).|0
It 's said that this film is or was banned in the US since it was released . Since there is little to no gore or violence , the audience may be able to enjoy this, but you can't enjoy it at the theater. In this film, a young man is shot in the abdomen by a woman. After he is shot, he dies but is revived in a car, which was being driven by another woman and her two children. This woman dies, but her daughter survives. We find out that her mother is an addict to the pain of drugs.|0
The plot is somewhat original , and all the actors did their job pretty well . There is a plenty of action and suspense , but there is not that much suspense in the story , which is good . The characters are very well-written and develop over time , but it’s the plot that is a bit lacking . I liked the romance between Rufus and the young woman , and how the plot develops , but it’s not developed enough . I do like that it’s a drama . There is a nice touch of romance and the characters are relatable .|0
"This movie has to be the worst film I have seen. There is a reason it was made to be a MOW (Movie of the week). The continuity was all wrong (palm trees in a Chicago setting even though it was filmed in Toronto, Canada), the effects were left to be desired for the year of 2004. HELLO. ""Lord of the Rings"" had better CGI than that. But I guess they also had the money for it. The budget will for sure affect the outcome but anyone that calls this MOW more than a 2 needs to go back to Film and TV school."|1
Valentine, a model in France is separated from her lover who is abroad, they plan to meet up in England, but seem to be growing ever more distant as the film progresses. One night after declining a pass made by her coworker, she hits a dog named Rita. The dog survives and she returns it to her owner, a hostile retired judge who's is living as a hermit and eavesdropper, listening in on the conversations of all his neighbours. She becomes intrigued by the nature of this man and visits him often, often becoming part of his eavesdropping games.|1
With David Arquette starring you would immediately think this to be a stupid movie . Well , it is a bit but it has some very funny moments . The movie starts off with Arquette’ s character saying he will kill himself if this movie gets better reviews . It is very strange that the movie has an opening scene that is such a dramatic moment , the audience is shocked , and the audience gets so much enjoyment out of the whole thing . After the first scene, the movie keeps going . The characters are introduced and the movie goes on all night .|0
I have to say this is the worst movie that I have ever watched in my life , I can’t even tell what the movie is supposed to be about. The movie is so poor it should have been a movie that was only on cable so that I could watch it with my wife . The movie is terrible, it’s supposed to be so good. But it’s just awful, it doesn’t even make sense. I was really excited about the trailer but now I think I will pass and watch the movie alone.|0
You know I only watched 15 minutes of this film , so I ca n't really describe how great it is. As the title indicates, the film is centered around an old man, whose life is interrupted by the sudden death of his daughter who leaves him behind to be with her brother. As a father, he has to learn how to handle his own life, and learn how to accept what he's going through. That is a tough thing to get through, it seems to be a life lesson every father wants to learn but can't seem to figure out on his own.|0
This movie really starts strong . We know that Roberts is an Atlanta hotshot sent to Australia to fix Coke . He’s just got one mission . He’ll find a buyer and start his business . He’ll get the best price he can , and keep his job . There are some pretty good lines , but I’d cut them down . The movie gets more and more confusing . We know what happened , but now we’re wondering what will happen next . Some lines just come across as forced , and I’d take them out .|0
An excellent debut movie for the the director of Batman Begins , comes the Following , a movie about a man who returns home after a few years away, to find that his old life is completely destroyed. He returns to his childhood, to find himself a man who still loves his father, but with the knowledge that his son has gone completely mad. And that’s not all. I’ll get to all that in a moment, but for now, we just need to get a general sense for The Following.|0
Definitely worth renting! Good clean family entertainment. My 4 and 5 year-olds (and I) loved it. Kept them on the edge of their seats. I recommend parents sit with their younger children to watch this, as it can be quite suspenseful for them. It's not too often you can find movies that you can watch with your children, and so this is a rare find. Some of the acting / realism isn't quite there at times, or maybe is a little corny, but children don't seem to notice or care, they love it.|1
When HOPPITY GOES TO TOWN he discovers nothing but bad news for his little insect neighbors in the Lowlands . . . But it's HOPPITY and a few other insect allies who decide the world really should have to pay for what happened the other night. . . . It's not as if HOPPITY is a nice guy, but he doesn't go around complaining about everything. After all these years, there are some things HOPPITY has never learned. . . . But now he's got some things he wants to teach the others.|0
the boys were the most appealing things in the entire movie. the girls were lame and pathetic, i mean, how can they own their own clothing line, dolls, movies, producing studios, and not smell this bomb from far away? in order to gain some sort of responsibility, which i dont really see the sense in the punishment..., they are sent to paris, far far far away from home to live with the so-called strict grandfather who holds an important standing with paris. i cant really remember what he was, so who really cares?|1
If you feel Reshammiya as the singer is too much of a pain to watch on TV, try watching him in the movie for 2 hours straight. His face is bland all throughout the movie, and it is very comical to see him act the demanding and intense scenes. This is way far from a real love story (Get the spelling right, Reshammiya - it is not luv or reeal), and is complete with him doing a Mithun da dance, auto rickshaw fight scenes, Himesh getting imprisoned, Himesh accused of murder, he fleeing from prison etc ...|1
"It 's hard to write 10 lines of copy about this so-so film noir . There just is n't a lot to say . There is just enough dialogue for me to get into the film . I don't really get the story . I feel like I don't really get what they are trying to do . I feel like this film is very formulaic . I guess it's easy to see why the critics hated it . In my opinion, they hated it because the movie didn't have enough ""wow"" in it , and was too formulaic."|0
"I have to say this is the worst movie that I have ever watched in my life, I cannot believe that I wasted $10 at blockbuster ; this movie should be burned and who ever thought of it has issues. Who ever actually spent money to make this movie was insane =D This movie has TERRIBLE actors and some of the scenes make absolutely no sense. Well, the whole movie doesn't make sense. Also the part where those ""men"" come into the diner ( department of national securities )that happened to be the worst part of the film."|1
"MINOR SPOILERSMisunderstood classic remains one of Henson 's finest and most personal films . It may seem funny to call this one of the very best films of this decade, but Henson's film is in every way one of his finest films. And if you don't get what it is, then don't pay attention. The film is a masterpiece that will make you laugh, cry, think, and perhaps even cry. It's a film you have not seen in years...it's a film you will cherish and cherish for years to come."""|0
