sequence|label
Hubie -- like Stanely the troll from Bluth's A Troll in Central Park -- lacks the spark of personality to be the main character that carries an entire movie. We're supposed to like him because he's nice, but that's about all he is.His character design is unappealing. The top of his head is a sort of dome that is narrower than the pudgy bottom half of his head.And penguins should not have teeth. I know that Iago the parrot in Aladdin had teeth, but maybe that worked because it made him look more like his voice actor, Gilbert Gottfried.|1
"Over the GW is a near failure of a debut feature , and not because it 's not without trying and some interesting ideas but for a variety of reasons : 1. the plot is un-engaging or even a drag at times 2. it is over-long in spots and not nearly interesting enough in others 3. at times the writing just doesn't feel that compelling 4. the writing is too heavy handed at times 5. or is it just that the story just doesn't ""click"" so to speak and the ideas don't click with the characters ?"|0
It may be , although there are still two or three I 've missed . This film constructs an interesting situation for the director , with a little story , a little atmosphere , a good cast , and a few clever twists and turns . the film features , among others , the talented and engaging michael dorn ( as he is at the time ) , who gives a strong performance . dorn plays an insurance salesman who , after one too many too many accidents , gets out of the business , and takes up residence on a lonely stretch of coast road .|0
I'll never understand why when a studio like Universal buys a musical it then butchers it when bringing it to screen. My first thought when seeing Ava Gardner and Robert Walker were starring I would be seeing something from MGM which did musicals best at that time. Boy was I wrong and disappointed.One Touch Of Venus which starred Mary Martin, Kenny Baker, and John Boles on Broadway ran for 567 performances in the 1943-1945 season and Gardner, Walker, and Tom Conway play the roles that Martin, Baker, and Boles did on stage. The Kurt Weill-Ogden Nash musical with book by Nash and S.J.|1
This is a film by Oshima , the director of the notorious `` In The Realm Of The Senses '' ( 1989 ), about a young boy's encounter with his dead parents' ghost in a hospital where they were taken in an ambulance for surgery. It's an unusual film in that there's nothing particularly scary or supernatural going on. Instead, the ghost of his mother and father is an important character, and a kind of mentor figure to the young boy. The film seems to suggest that it's better to take your chances with a bad memory than to suffer a bad memory.|0
This is one of the most stupid and worthless movies ever. It really does not qualify for movie status. It is VERY cheap (apparently shot on videotape), horribly acted, and just plain rotten. I could not believe how cheap and inept this piece of crap was. It looked like a home video! I mean I believe a guy I know a few houses down must have dug out his video camera and made this crap in 2 or 3 hours. It is that bad. I noticed the name from whence this cameAsylumand I will NEVER rent anything with that name on it again!!!|1
"the worst sequel I 've ever seen . really awful songs which is upsetting considering how fantastic the first films were

By: Anonymous

July 26, 2013 @ 8:05 PM

I really enjoyed this series. I think the movie was very good for the most part. The music was excellent. It had some pretty good songs and the animation was very good as well. I think the problem with this movie was that it took the story and characters in the original movie and just didn't give them any more depth or development. It tried to keep up with the plotline but didn't know how to develop them anymore."|0
The most notable feature of this film is the chemistry between the actors , the sense of camaraderie in their friendship , the humor and the sheer joy of being in the presence of actors and actresses who at least appear to know what they are doing. The acting is very good and the direction is excellent , even if the story was written by a man and a woman, so don't expect anything other than the standard Hollywood product. I will definitely recommend it , but I think it would work better for a female audience.|0
Well I 'm not the world 's biggest Sondheim fan , so although I have the cast album and I think it's worth a listen, it's only when you get to the end that you really get into him. But when you 're really in to it, he is just magic. I 've seen him several times in concert and he's simply one of the best interpreters around . . . in the history of musical theatre . . . of any kind. I 'd love to see him play a musical I wrote myself, and I 'd also love to see him perform his songs on Broadway .|0
I would not recommend it whatsoever. It was like getting stuck in the middle row of a theater, so I couldn't leave, and watching a part porn movie (except they didn't take their clothes off - it was the body language and definitely the language). I have to say I was embarrassed. Filming was very low budget, no good dialogue. Yuck. Actors stunk except The two best characters who got killed off (?) and they were David Carradine and Dennis Hopper. It did smack of Kill Bill and that old movie with the two guys who ride the dessert on their chopppers.|1
The trailer for this film promised a new twist on the zombie genre : setting it in the Old West. In fact, it's a remake of an old movie about a zombie apocalypse. It also promised to have an American hero. The first thing that you'll notice is that the film has no American protagonist. There's a British character (played by Sam Worthington) but, by and large, most of the characters are foreigners. They come from different backgrounds. One character is from England and speaks with a British accent (that of a young John Cleese).|0
I cant believe it ! I thought this is a good sequel when Jim carry in the film has a bad attitude. It's still an enjoyable and interesting watch. Jim is a fun guy to watch, but you really get to know what the heck he thinks and feels. And it's great to see that he still can have some bad days as a character and still be a kick-ass man. And it's still a good action flick, with some good fight scenes and good camera work from the cast, including Jim.|0
I had never heard of this film and only got it because I am a Martin Sheen fan. Now I am stunned as to why it did not receive the praise and recognition that it truly deserves. The four characters all make you feel for them, the father trying to assert his authority, the mother still clinging to traditional family values and both trying to keep up appearances despite the total fragmentation of their family, the daughter wanting her own life and the son haunted by his experiences in Vietnam. One felt that this was a scenario that must have been played out in thousands of 'ordinary' families after Vietnam.|1
'The 4th Floor ' is a decidedly mediocre film starring Juliette Lewis as a young interior designer with a heck of a lot of attitude who is forced to become a babysitter to her boss' children after he goes off on a business trip in New York. This movie, with a running time of nearly two hours, is probably the worst I have seen so far this year. The story is fairly thin, and has a running time far too short to properly explore the characters or to explore the setting. While it is set in New York, it is entirely shot in the style of Los Angeles.|0
"For me, this is another one of those films that I got to see off of the Los Angeles based ""Z"" Channel when it was in service. And it was another one of those movies that I saw when I was young...and learned that there was a world out there...one I did not want to accept.Moving to Los Angeles and getting to watch international cinema became quite the guilty pleasure hobby of mine and to date, no premiere channel programming has matched the ""Z"" Channel in its showing of international films."|1
Many experienced and excellent actors mixed together in an ongoing plot of an untold part of world war II on the eastern front. Characters well portrayed and unforgettable. One episode leaves you wishing for the next. Pay attention to the closing credits were the thousands of Shtrafbat battalions are listed. An untold story involving hundreds of thousands of individuals. Sometimes brutal, sometimes romantic, always filled with real people and dialog. Produced with excellent sets and camera work. Heroes and villains, criminals and priests, patriots and traitors. Portrait of people struggling to survive and overcome a most terrible time.|1
I found it hard to care about these characters , who were either annoying or insipid , all living their own lives , I just couldn't understand the reason for this plot , I can't say that I didn't enjoy it . However I must say that I did quite enjoy the last few episodes of the season , and even more so the ending of it all . It is the beginning of a new series , but with the new characters the show will have a chance to grow into something else . I hope it will , because right now all we've got is a formula show that is boring .|0
A friend brought me this movie and at first I was hesitating , the pace in the movie was so fast , it felt like the story was so slow . I watched it anyway and was surprised , the pace was really great , I would rate the movie 8.5/10. The only complaint I had was the storyline was a little bit unbelievable , for example , the scene in which the main character met his wife on the beach while on a date was quite funny and the next scene was a little weird and unrealistic .|0
`` Garden State '' is another of these `` indie '' -type pictures that supposedly skimp on production values for the big bucks. But, in reality, there's no way that you can find in the history of the movie business that anyone could have ever spent $10 million making something like Garden State. It's about as big and bold as a $5,000 can of beer. I mean, it's got a good soundtrack, a decent plot, some decent acting - and then there's the scene where the guy and girl hook up.|0
I do n't know what it is exactly , but the film is happily sitting on my shelf , with n't on top of it for some time to come ! The film is about a woman who returns to her childhood village because the son she had with her childhood sweetheart years ago has returned. When she returns, she discovers an old house that is full of secrets. One of the secrets is that her father's family is in fact from England , but her family did not want to tell her. Instead they decided to keep the secret so as to protect the family.|0
This film is the most traumatising and painful horror film I have ever seen in my life . To know that you have seen it and now can't stop looking at it just goes to show how wrong the British film-maker who created this film is for the horror audience . The movie is very slow in parts and there are several scenes of extreme violence but it's still very shocking to see some of the graphic violence that is present in these scenes . It's not enough to make me sick , I have seen some sick horror movies in my time but this is the worst and most disturbing of the bunch .|0
A film by Almodovar- sends a tingle down my spine every time. The capitalized print which opens the Spanish auteur's latest feature instantly induces memories of salacious nuns, gentle necrophiliacs, wisecracking transsexualsand I haven't even got as far as the infant-terrible's critically reviled early work. And after a beautiful opening montage, with the camera roving across a wind-swept graveyard animated by a hoard of widows feverishly scrubbing tombstones, I thought Pedro had me again under his wicked spell.Yet once my nostalgia had subsided, there was very little to fill its place.|1
This is a entertaingly bad b-movie . Actually it really is much better quality than a lot of b movies . The acting is so bad you can really see it . The script is pretty crap and I dont think they will be doing another one ever . The story is one I hear a lot from a lot of the people that go see this shit . I have no idea what the movie is about , but the acting and script are not worth the money . What can I say, I'm really happy I found this site, this is my first comment and my first time posting a comment .|0
So I decided to watch the entire Puppet Master series, and had just watched parts 1-3, which I thought were ALL excellent. They had a unique charm to them, and a certain intelligence that I really appreciated. About a year ago, I even saw Puppet Master Vs. Demonic Toys, which of course was bad, but still a terrific guilty pleasure and fun to watch.From the very beginning of this film, I knew it was in trouble. The cheesy Power Rangers-style Egyptian skull villain who watches the Puppets 'Rita Repulsa-style' through his pyramid glass came straight out of left field!|1
"I saw this movie when I was about 12 when it came out . I recall the scariest scene was when the character played by Jack Nicholson is driving to a gas station to get a beer. At the end of the movie , we see his car drive away and he doesn't see the girl that he was going to get the beer with. At the time, I thought that meant that the woman he was going to be with would get killed. That is one scary scene . The movie was called ""Poker Face."""|0
This movie is a disaster within a disaster film . It is full of great action scenes , which are exciting . But the whole movie is dull , boring and uninteresting . I don't know what it is . I feel that this movie will be boring , I don't think this movie will entertain me . I really feel this movie to be un-entertaining for all . The script is not very good . The movie will not be great . I can see the story and the script and the action , but it is too slow. The cinematography is also very bad.|0
This was one of the slowest movies I have ever had the displeasure of sitting through . After the introduction , the film starts with a brief history of Nazi Germany . It then goes into the story of two young Americans who work in an office for Hitler's SA . I did not know what the SA did, but as I have said before , it seemed like it would be something very bad . The first two acts were very boring , which is probably why the rest of it was boring . When they come back to America , they work with the Allies .|0
One would think that with all the lavish care and expense that went into this made-for-TV movie, it would reflect something of the taste and manners of the upper class couple--Wallis Simpson and the Prince of Wales--instead of being a mawkish, unappetizing historical romance.Nor is it helped by the fact that JANE SEYMOUR and ANTHONY ANDREWS give stiff, rather uncomfortable to watch performances in which the events move much too slowly to hold attention.It's hard to understand why a star of OLIVIA DE HAVILLAND's caliber would wish to play the supporting role of Aunt Bessie since the role is so colorless she just about fades out of sight.|1
Abderrahmane Sissako may have known what he was doing when he made `` Bamako , '' but the rest of the continent, including the West, may not. The first two-dozen words of the movie, which premiered in Paris on Tuesday, are a description of a country in the throes of political and economic upheaval: `` Africa is in the grip of war. '' When the movie opened here, Sissako himself, dressed in a blue track suit and a black baseball cap, looked every bit the fighter, standing on the red carpet beside his wife and his brother, who have both played roles in his career.|0
"If you thought NBC 's 10.5 was stupid , you 'll be happy to hear that FX reached into the deep end of television for a ""reality"" TV that 's actually a hybrid of reality TV and scripted series. In the world of reality TV, there 's always one thing everyone can agree on: That there is no one single best reality TV show, and no one single type of show. So it was with ""Project Runway All Stars"", the first reality TV series of its kind, and one of the most well-received series of the fall."|0
this is one of the stupidest movies ever, not THE stupidest mind you but one of the stupidest. This is 96 1/2 minutes of sleep inducing material. Probably Jim Varney's worst movie ever. The last 30 seconds of the film is the best and funniest part but hardly worth sitting through the whole movie for. On the other hand, if you are a die hard Jim Varney/Ernest fan, then like me, you must add this film to your collection. It does have brief, rare moments of humor, although they are few and far between.|1
Ineffectual, molly-coddled, self-pitying, lousy provider Jimmy Stewart is having a bad marriage to Carole Lombard. After falling on hard times, he endures a demeaning job, a fault-finding, passive-aggressive, over-bearing live-in mother who is in dire need of an epic smackdown, and an endlessly-crying baby. The movie trowels on failure and squalor to no discernible end. Do you want to watch a couple bicker with his mom for ninety minutes? Many scenes feature a shrieking baby. The movie fails to elucidate why we would want to endure the mother from hell, or why Jimmy Stewart can't grow a pair.|1
this movie is so bad and Hellraiser part 1 to 3 are so great. Nothing is good Bloodline... a lot of gore but without meaning and the majority of time without originality. the movie is about the past, the present (1996) and the future of the puzzle box. The creator of the box and his offspring fight against some demon but nothing link up seriously the 3 stories. Pinhead is in the movie...but it isn't Pinhead, he is just a boring bad guy who kidnap kids and kill bird, and the worse...he talk too much.|1
"I am not familiar with the producer's other works, but this movie is a piece of crap. I never saw the MST3K version, but I can tell you, Mike and the Bots probably didn't save it. I love a grade-z movie as much as the next bad movie fan, but this was almost unwatchable.There was no credit for who did the voice of ""The Dark One"". Sounded a bit like Patrick Stewart at times.A group of high school students who found a junk super-8 camera in the trash heap could make a better movie than that."|1
"""Christmas in Connecticut"" is an absolute gem, and a must-see for Christmas! Elizabeth Lane, a precursor to Martha Stewart, is a magazine columnist and the ne plus ultra of homemakers--the perfect wife, mother, and domestic goddess. Only thing is, she is none of these things--a total phony. Unfortunately for her, she is about to be found out. Her publisher, Mr. Alexander Yardley (a brilliant comic turn by Sydney Greenstreet) gets the bright idea of inviting a famous war hero to Elizabeth's ""perfect farm"" for the Christmas holiday."|1
Set mostly in the back streets of Toronto NG is a dark , mysterious journey that takes the viewer into the dark , mysterious back streets of Toronto, Ontario. This is a tale of two worlds. On one side is your average everyday Joe, and the other is the underworld. It will take a little bit of an explanation to make this whole thing real, but we’re going to do our best to get you up to speed. As most of you will know, there are those in Toronto who have made their choice for the worse.|0
Where would Hollywood have been without Fredric March as Robert Browning or Dennis Price as Lord Byron , famous lovers of their time in the United States of the 19th century ? March was a pioneer of cinema in France and later a film director, writer, producer, and an actor. He was one of the first directors who worked for the studios and directed more than 100 films for the most renowned French studios. During that time, March created many memorable movies. His most famous is probably The Tenant (1934) and its sequel Le Cri du petit homme.|0
Based on the comments made so far, everyone seems to either hate this movie or love it. I think it would be fair to point out that although this is not a GREAT movie, it has its interesting moments. For one thing, it was filmed on location in Colorado (was it Breckinridge or Telluride? I can't remember, but it is in the credits). The location is absolutely stunning and spectacular. It's beautiful, even to me who lived in Colorado for several years.Next, it has Disney's penchant for wonderful character actors.|1
"This film is terrible - honestly. The acting is terrible, the script made me cringe, the effects are completely lousy (which I usually don't mind for older films, but this was made just two years ago), and everything about it just annoys me. A few friends go out on Halloween into the woods and meet a witch and her cannibal son. Of course, before that it has the cliché ""You really believe that? Ha ha ha, it's just a story"" routine dragged out for a while."|1
This movie is a haunting telling of the life of the author and poet , Mishima . It jumps around a lot in time and places. In one place, it is at night in the forest . In another, it was the night of his murder. It is a film that explores the darkness within us and also the darkness of nature. This film gives us a real look at how people live on the outside without having to think about what it means to be alive or dead. There is no judgement, no blame, no evil, just love.|0
"This movie is an abortive, stillborn attempt to stitch together several bad movies and make some sort of extra-bad movie. It fails at even this, since there's way too much ""plot"", and not nearly enough goofy puppets and ridiculous gore. Seriously, the puppets are sweet, and the guys in suits crack me up pretty good. The performances are C-grade at best and lame throughout, with special props to the Spec-Ops guy who spoke some sort of bizarre East Coast/Venusian dialect that was almost impossible to decipher. Not that you really care what he says, as only the curse words are distinct."|1
I enjoyed the prequels, and found the relationship between Tucker and Chan previously hilarious. RH3, however, was a re-hash of the first two without the charm or humor. I think I may have laughed once - and it was during the NGs. Tucker was exceedingly annoying in this film, and his character didn't seem to have any purpose other than to bungle everything up in the most irritating way possible. Chan is always likable, but he seemed tired in this film. I was able to predict EVERYTHING - who the villain was, who the girl was, (SPOILER ALERT) who the good-guy-turned-bad-guy was, etc.|1
Im warning you people out there , this is just a waste of your time . I am being honest , you have to take my word for it . I dont care about this stuff , I have been on the site for several years . They do this all the time . They are like vultures , sucking on your soul . You know you are being lied to , but do you want someone to come after you ? Of course not , that is why you are being ripped off , because you dont know who they are . So dont fall for the lies .|0
And obviously I did n't see it ! But looking at the cast and seeing that Doug Masters is back we'll see what that's all about. I hope that he will bring some excitement to the role he has. There have been a few others I'd like to see in an action movie. This guy may be the one ! I'll be surprised if he does not , because he can act and be believable as a man . Yes, he's been around the block, and he is a good actor. He will bring some energy into a movie.|0
This movie and several other movies from the 1950s with a religious overtone , such as The Robe , Quo Vadis (in which a priest is played by Peter Sellers and the movie's plot is a commentary on the story of the Holy Grail) and The Man Who Couldn't Say No (1956), have been adapted for screen. This film was written by Philip Kaufman, produced by Jerry Juhl and directed by Robert Stevenson. It was filmed in New York City in 1957 and on location in Ireland and on a soundstage at Universal Studios.|0
A man in blackface lands in a spaceship and meets a girl who lives in some sort of shack with a monkey. He hooks her up with a telephone, and she teaches him how to Charleston. Then they fly off in the spaceship, leaving the monkey behind. Cringe-inducing blackface aside, this short film makes no sense. I think that's the plot, but I'm not sure by a long shot. You can't tell that this is Renoir at work, despite his characteristic humanism. Good use of slow-motion, though.|1
Why would I say that? Because when the movie ended, I was in a good mood. So many people exclaim at the end, wow! Bruce Willis can be funny. For those of you who believe he learned how to act after the sixth sense, you must be very new to his career. He won an emmy for best actor in a comedy series before he did Die Hard. It's like saying, wow, the sky learned to deposit snow on the ground just because it's your first winter in life. The movie was hilarious.|1
This comment is meant mainly as a warning to the people who might be attracted to the title by its (temporarily)high user rating which I find frankly puzzling. The reasons why I didn't like this title are following:1. The directer must have had some doubts whether to make a Jackie-Chan-type of a flick or a dark Oedipian tragedy. As a result, in terms of genre, the film falls between two stools, as the tragic and comic elements clash and cancel out each other rather than make a harmonious whole.2. The characters' motives and behaviors are incoherent and unconvincing.|1
Rowan Atkinson delivers an unforgettable performance as the clueless Mr. Bean who never goes far without his Teddy Bear. The appeal of Mr. Bean is largely his childish behavior and innocence. We don't know if he came from the sky or another planet. He is the kind of strange character that you can't make up quite easily. He is often alone and used to it. He has a hard time communicating through speech which might be why we only hear his grunts at times. There are other characters who speak to him and he responds. The character of Mr. Bean is a mystery and still is.|1
