sequence|label
"If you enjoy riddles and suspense, you will enjoy this movie. Truth be told it was mostly the Adrian Paul part that got me to pick it up, I knew almost nothing about the movie beforehand. Plot is: Sarah (Carly Pope), a student of philosophy and metaphysics, starts playing a mysterious riddle game trying to figure out ""the reason"" and gets involved in ""the game"" by solving riddles. Vern (Adrian Paul) is a shop owner, also a riddle fanatic, and also gets entangled in the game."|1
OK .... so , by minute 15 in the film , there 's still no dialogue.This film arrived to me as well. The dialogue for the first film, which was very good (which was not that bad). After that it 's the only one not bad. And there 's no dialogue and I have to tell that. I'm sure I can make the film work without the dialogue. What 's going to happen here? I can't make the film. I cannot make it work. It looks good, but I don't know that it will do much.|0
I grew up in the 90s; therefore, you must understand that i witnessed firsthand the premiers of the greatest DCOMs. I was there when Brink! appeared, Zenon, Halloweentown, Johnny Tsunami, etc, These movies constitute my childhood. When these movies came on, not only myself but whoever I was watching them with would stand completely in awe for 1h30, talk about it for the week to come and catch it again the next weekend. I don't think words could express the amount of excitement Zoog Disney brought.|1
Reba is a very dumb show . You can predict pretty much anything that 's about to happen . Barbra Streisand, who's got so much talent in a show like that . And if the show doesn 't work out, who would 've been able to take over . It's not much fun , and it's not really that important . You can 't even go to the end and take over a show . . . The only thing I can guarantee . It's not easy . . . . It's not easy . . . .|0
This film is terrible - honestly . The acting is terrible , the script made me cringe , the effects are terrible . The music and lyrics are awful . The soundtrack is awful , the soundtracks are bad . It's the only film I've seen which has been very bad in the reviews I've seen , it's terrible and the writing and music is terrible . I love music but the way the film is directed and it is directed is horrible . I don't like how the music is awful . The film is a mess . It is a very bad movie .|0
I watched this movie recently mainly because I am a Huge fan of Jodie Foster 's . I saw this film when I was a child, I thought it was awful. I remember it being a really big movie. That is because, when I was a teenager, there were a lot of teenage movies in my life, the most important of which was this movie. I would watch it a little bit before I got older and I think that it was the biggest movie of my childhood. I never knew how good Jodie Foster was and I probably never would have seen it.|0
"This is truly, without exaggerating, one of the worst Slasher movies ever made. I know, it came out in the 80's following a tendency started by ""Friday the 13th"". ""The Prey"" copies the fore-mentioned movie in many aspects. The woods setting, the killer, the dumb teens, the gore, etc.But ""The Prey"" is as bad as you might expect. I didn't even remember about it if it wasn't for coincidence.Well, the killer is in fact human so don't expect a supernatural killer in the likes of Jason."|1
In general , I prefer horror movies that creep me out so much I 'm afraid of everything for the first time in years. However , I know horror movies have their own flaws , and sometimes the worst thing to happen is you get stuck in the film, and no one wants to take you down for that. I am a horror gamer with an obsession with horror and I hope that this blog will make you enjoy horror movies more than anything else. And now, I have to share my review for the video game genre .|0
"It's rare to see film that strikes out in every aspect but ""Caligula"" surely must hold this title. I'm not sure what is more horrendous; the violence, the sexual perverseness, the acting or the plot (or severe lack thereof).The two and a half hours basically follows the ascension of the infamous Roman Caesar ""Caligula"" to to throne in 37AD and shows the atrocities and perverseness he supposedly committed whilst in power. The acting is lifeless and dull - but that's just the tip of the iceberg."|1
My mom and I, rented this movie. I mean, we love those type of Sci-Fi flicks, whether they be big Hollywood flicks or Indy flicks.But oh, we were fooled!! Two journalists are investigating a UFO abduction in a small city in Texas. Halfway through, all the sudden things get all christain on us. My mom and I believe in god and Jesus and the Devil, but the way this movie was preaching it, made it annoying. All I really have to say, is that we are Christian, but even we like to have fun.|1
You do n't have to spend much time watching this made for TV movie or series pilot or whatever it is you've got on TV, which I've never watched in a month! It's a lot of fun watching something like this, and I don't know if you would've watched the second movie in this series, because they are so funny! Oh god, that movie has nothing on it, because I can't believe I don't have one on my shelf. How do you know if this is what I'd be seeing?|0
This is strictly for Pryor fans . Just because he was a great , funny guy does n't mean this is a work in progress . I like him as a writer. If you're a fan of his, then I think you are not going to like him. I don't know why I would. He seems like such an incredible writer, and a fantastic person to work with. But for him, the time has come . He needs time to prepare for the next season. You say he needs time to prepare for the next season? Is that the correct word?|0
Valley Girl will always hold a special place in my heart: I would say this is certainly the best of the 80's teen-sex-comedies, but that is a back-handed compliment. This is a good movie, period. It is very specific in time and place--nearly twenty years later this is a marvelous snapshot--yet its story remains timeless. (This is just Romeo and Juliet, minus the death, after all!) Nicolas Cage is wonderful, showing all the early promise that, it turns out, he has squandered on overblown action crapola.|1
Wow! This is the movie that should be shown on TV at Two in the morning on Cinemax for all those insomniacs (lord knows they'd probably pass out from boredom watching this movie) Terrible acting, the killer is quite far from scary, I've seen clowns at carnivals that were scarier. Lot's of unnecessary 'skin' in this film, pseudo-porn scenes which are just horrible in more ways than a million, a gawdy soap opera style script which really hurt the movie and the director really had no flair for whatever genre he was trying to create with this film.|1
I just saw this movie. I liked the soundtrack.I saw first the trailer and was magnificent, like all Hollywood movies, they know how to sell.But the movie is almost awful, first 30 minutes are interesting, but then.... like almost all new movies they blow it up. I don't get the idea, why that kid died? ?Is a cliché, every nigga' movie must have a kid to be killed, and everybody must become good after his death.LOL.I don't understand what is the connection with the movie... And is so predictable, you know the end from the very first minutes.Nothing new in this movie.|1
"Umberto Lenzi hits new lows with this recycled trash. Janet Agren plays a lady who is looking for her missing sister. It turns out the sister is part of a Jim Jones type religous cult in New Guinea. She hires a scruffy guide played by Robert Kerman to help her get to the cult's compound located in the jungle. This is another (!) cannibal movie, and I probably would have liked it if not for Lenzi padding this film out with scenes from his superior ""The Man from Deep River."""|1
I watched this film on ITV and I enjoyed it a lot. It was very watchable and very funny. Julie Walters and Rupert Grint were perfect in their roles. Julie Walters gets a special mention since she creates a wonderful diverse interesting character to watch. Ben's character is kinda shy and Stoic but the changes he goes through are wonderfully acted out by Rupert Grint, I would definitely say he has a future in acting after Harry Potter.Laura Linney is quite good in her role as Ben's over protective mother, the only thing they went wrong with is by making her too....Villain-y.|1
"Surprisingly good and quick-witted adventure that features Kelsey Grammer (supposedly in his first lead role in a feature) as an unconventional Navy sub commander who wants to run a nuclear sub of his own, however; he has earn it by competing against the U.S. Navy in a series of war-games with a crew of untested, questionable, and lovable men (and a woman, too).Director David S. Ward (""Major League"") and his writers have put together a hysterically clever and upbeat comedy that tries to make the film easy to understand, which they do quite well."|1
This is a little-seen anti-war film that has been ignored for too long. The time is Thanksgiving of 1972. The place is a typical suburban home somewhere in Texas. The oldest son has just comeback from Vietnam and he is having a hell of time readjusting to the life he had left behind. And the family does not know how to handle the problem. I honestly don't think I'm exaggerating when I say this is one the most heart-wrenching war films I've seen. The funny thing is that there are only a handful of combat sequences in the entire movie.|1
* * Might contain spoilers * * Ok , lets conclude this movie in one word : bad . Two things * * It might be a bad movie if you don't like it (in this case) . But * * No, that's not it . What does it have in common? . * * * If you like it , it might be good . If it doesn't even matter if you don't like it , * * It's not that bad , you might as well give up , * * You can't say that about anyone .|0
In the mid 1800s, Irishman Dennis Hopper (as Daniel Morgan) emigrates to Australia, seeking a share of the continent's gold. Instead, Mr. Hopper finds himself branded, and thrown in a torturous prison; there, he is gang-raped. Upon release, Hopper hooks up with aborigine David Gulpilil (as Billy), with whom he seeks revenge upon sadistic Bill Hunter (as Sergeant Smith), Jack Thompson (as Detective Mainwaring), and others. Eventually, vengeance becomes heroism; Hopper is admired and assisted by the common people, and hunted by corrupt and powerful authorities.|1
Many experienced and excellent actors mixed together in an ongoing plot of an untold part of world war II on the eastern front. Characters well portrayed and unforgettable. One episode leaves you wishing for the next. Pay attention to the closing credits were the thousands of Shtrafbat battalions are listed. An untold story involving hundreds of thousands of individuals. Sometimes brutal, sometimes romantic, always filled with real people and dialog. Produced with excellent sets and camera work. Heroes and villains, criminals and priests, patriots and traitors. Portrait of people struggling to survive and overcome a most terrible time.|1
His music, especially what we hear of it here, is very slow. From around the time of Bach's death composers had been working out ways of making music progress at a slower and slower pace: over a century later, Wagner and then Mahler wrote pieces that are about as slow as it is possible for music to get. -Of course, one can cheat by writing a 4/4 march and then specifying a tempo of, say, semiquaver = 1, but that tempo wouldn't be the correct tempo. Wagner and Mahler wrote music that is PROPERLY played at a snail's pace.|1
Although I rarely agree with filmkrönikan, I have to say that this film while not awful, just didn't make me care at all... and it all just seemed to be out of place... it had its moments... three or four ones that made me snicker... but most of the time I was just sitting and wondering why? why did the characters do this? even Hot Shots characters felt more thought out and fleshed out...If you want to see a nice norrlands-film then watch Pistvakt. There it was more than random ethnicities that just walked around shooting each other on the Swedish tundra...I am so disappointed...|1
The untold origin of the Lone Ranger . It shows who he was and how and why he became the new Lone Ranger. The movie was released on August 15, 2010, by Fox. The movie stars Tom Hensley, James Cameron, and Daniel Craig. The movie received positive reviews from the critics and other media outlets. On DVD in 2011, the DVD includes a cover of the movie on its first episode, as well as a special Blu-ray and special digital video game release. The trailer for the second episode of the film was released the day after it was released.|0
The series does not start as it means to go on . Although it 's first two seasons are crammed full of new things, but not as much as it should be, you might think it's a new thing and you might be a fan. One thing I didn't expect to see with the second season was new castings, I thought it was pretty impressive. I thought they had a good season. The first one I saw after the new castings I was a fan and I was looking forward to that.|0
`` First Snow '' has an intriguing beginning . A traveling salesman has his fortune told by an old man. And a good old man has a wonderful fortune teller. He can tell a story, a story that can tell all kinds of information about the world around you and about how to get there. Now we know what kind of story is his story . It's not too surprising that the old man does tell it. It's also just the way it should be! But we've got to go back a little bit more, to find out what a story it is!|0
Beware , My Lovely came on TV on BBC2 recently during the early hours so I set the video to this day. It was great. It was very well done and really looked beautiful. We watched a few episodes of the show. Then on the final episode, when it finally ended, there was still no way for us to watch live on BBC2! We watched the show in full on my laptop and had a huge blast!! So now I am happy to announce that I am the first live on BBC2.|0
I have been an avid Jane Austen fan for many years . I had never seen this adaptation , so I'm not going to lie, I don't like it, but it's something I had to go to college to avoid getting in trouble. If you've never played a game, this is definitely the right place to learn how to do it! I find myself wanting more. It's fun but not fun to play and it's not as easy as I used to. If I was to take this game, I'd be very disappointed with how it's played.|0
"I like Steve Buscemi. I like his work very much, both as an actor and a director. You could say that I am -into- Steve Buscemi. A Steve Buscemi freak. I lurv Steve Buscemi.I remember when I first saw Buscemi's full length directorial debut, ""Trees Lounge."" I enjoyed the movie, although it wasn't as good as it could have been. It was -almost- there. It -almost- scratched that itch, the itch of wanting to see ""small"" movies about ""small"" people in ""small"" bars that are in ""small"" towns."|1
I had high hopes for this film when I saw the listing and decided to watch it on TV, uninterrupted by commercial breaks. I've liked Lee Van Cleef in many movies but I'm afraid that having the other characters call him Chris repeatedly doesn't turn him into even a reasonable facsimile of Yul Brenner's Chris.I found this movie to be a complete disappointment - the music sound track tried to impart the magnificence portrayed in the original but it too failed to bring the film up the the standard of the original. The rich textures of the characters in the original were mostly missing from this film.|1
What could have been an excellent hostage movie was totally ruined by what apparently looks like a bored director ... The scene where the two women are shot dead in a car is just one more instance where the film would have ended without a scene. It's not as simple as you might imagine, especially given that this is still one of the top four horror films of the year. So how did the two women get into that car? The car that the two women were shot out of the way, and then the camera pans out as they pass out on the passenger side.|0
This movie seems as if someone had a cute idea for a movie, thought of two or three funny possibilities, hired a good cast, then turned the whole thing over to a really bad screenwriter and even worse director. The director filmed a screwball romantic comedy as if it were a dark, artsy film---weird camera angles, blue filtered shots, lingering, close up looks at raindrops. Steve Zahn was good, as always. Ben Affleck was charming, sweet, almost shy; he was perfect for a romantic comedy.|1
I 've been trying to write a plot summary for several minutes now and ca n't seem to do it... Here's the final result of the plot (I'm trying to save it for next week...I'll update when it's finished). There is no obvious way of going back to the original one and adding it into the main plot. If I were you, I'd do that now. If not, what about the data that's shown? If I'm not sure, I'll do something with the data from the original data frame.|0
"Caught this film on TCM in the early A.M. It was amazing.Starting out slow but ominously.... Scott is a shady character who preys on women. In this case, two women who happen to be due an inheritance in Southern California.The sets of the beach and neighborhoods of the 1940's are original and intriguing. The title may have been more creative, but the theme and nefarious shadows of human nature are intriguingly exposed, almost in a Hitchcockian version.Scott reminded me of the character Uncle Charley in ""Shadow of a Doubt"", one of Hitch's reputed favorite films."|1
"In 1929 , director Walt Disney and animator Ub Iwerks changed the face of animation with the release of the Disney Animation Studio series. After the end of the silent period, animation became a popular medium for entertainment. In the same era, Disney's own studio, Lucasfilm, released a number of its first-run series. One of these films was the Disney Animation Studios:

In the second part of the movie, Mickey Mouse, a boy, has an injured hand, while a girl is working in his office. He gets the news."|0
I thought that this movie might be a good spoof , or at least a good independent comedy like Friday Night Lights.. I think that it is a good and entertaining movie that could be a good satire.. I have been enjoying watching this movie since it is the first movie that I've watched, so my first thought is that the movie would be great to watch.. It is very funny and it would be great for someone like myself to watch it and I would like to get to enjoy it as a movie. But that is not how I understand it..|0
"""Valley Girl"" launched Nicolas Cage's career and was an 80's version of ""Romeo and Juliet."" It is a definite example of an 80's teen classic. Nicolas Cage, Deborah Foreman and Elizabeth Daily all have brilliant portrayals in this movie, but it will never top ""Fast Times at Ridgemont High"" as the ultimate 80's teen flick because if it weren't for ""Fast Times,"" then the 80's generation of teen flicks would just be a big blow to the head. That's for sure."|1
I went to this film full of hope . With so many capable and humorous actors headed up by Sir Michael Moore. And in the film world, that is usually when the movie starts to get the most interesting. I was the first to have an image of Sir Michael Moore's life that I remember as a kid. Well, it wasn't a film but a picture. It was just the picture, it wasn't anything else. It was just some guy acting out his life and then watching a film, that kind of thing, which I think most people do.|0
This is a movie from Toilet Pictures. If the name of the production company is any indication how stinky a movie is, then this would be it. I think I'm not really a fan of horror movies, not that I'm chicken, but rather this year alone, I haven't been genuinely spooked by what's on offer so far, be it from the West, or from Asia. 9:56 is no different, great premise, but poor execution, relying on clichéd techniques (I think these are the only tools of the trade available?)|1
"This is one of the funniest movies I 've ever saw . A 14-year old boy Jason Shepherd wrote an article explaining why we're not supposed to have children at all. It went viral . He called his mom a ""dick-dick."" We're not sure what the fuck he was talking about, and we're sure we know he's not in the movies. There's no way to know if Jason Shepherd is in the picture or not, so I guess we'll have to get him out before he gets away from there."|0
"So bad, it's entertaining, especially during cocktail hour, and believe me, you'll need a beer, a drink, or whatever to get through this turkey. Where do they get the financial backing for such paint-by-the-numbers ""horror"" flicks? The fun in this movie is predicting which characters will get eaten and in what order, and trashing the so-called ""uniforms"" the ""military"" jokers wear. The raptors, by the way, are not the same raptors we met in ""Jurassic Park,"" but a cousin species. (Sorry, no spoilers here."|1
"I was unsure what to expect from ""driving lessons""- unsure whether Rupert Grint could carry such a role, but within the first few minutes I was completely hooked. All the way through, the music, acting and scenery were absolutely stunning. Julie Walters, as always, gave a superb performance as the eccentric old actress Evie, and Rupert Grint, equally as good,gave a fantastic performance as the romantic Ben.Right from the beginning, I was forced into involuntary cringes, bursts of laughter and swellings of joy as Ben broke free from his controlling mother and fought for his friendship with his only friend, Evie."|1
After some quite OK Dutch action flicks, like Lek and Van God Los, Gerrard Verhage wants to make a movie about the life of a Dutch mobster. Well, mobster is a big word for Klaas Bruinsma. He isn't a real international big guy like George Jung (Blow) or Pablo Escobar. He is just an Amsterdam lowlife who made some money by selling soft-drugs. Things are often blown up in the Netherlands, and this movie is just an other example. But even then, the movie could be very nice if the story was okay told.|1
OK , so this is horror ? I get horror - but I do n't get horrific . Black & Blue is the dark but the darkest and most frightening horror of all horror , it has all of the horror of horror . Horror , horror is not the way to get what it is , I think , what it is it is. So how are you supposed to be surprised by that ? The horror that you should have been expecting , I think . The dark horror that I really don't want to get to , I really don't want to get to the end .|0
I usually do n't categorize a moving as boring . I am not big on action flicks and my senses have probably improved over the past few years. When I look at my pictures, i can see something that could be anything . If I compare my photos to others, I could probably guess it is a move, not a motion . But if I put something in my head I see a picture , it will be a motion . And what if i compare my photos to others , and my senses is not the same ?|0
"I have never seen this in the theater, my second viewing was tonight on big screen DVD as opposed to old VHS tape from rental store.Saucey for it's time and I'm sure the Hayes code was pushed to it's limits.Hitch's pallet here is the ""game play"" between two combatants. And yes if Guy calls the cops on Bruno right away the movie is 63 min shorter, HELLO people do you always make the best or most logical choice. How many times have you been in either person's shoes and made the right choice?"|1
"I was waiting to welcome Arnold Schwarzeneger's return to action after the dismal movies he'd made after ""Eraser."" ""End of Days,"" however, can be added to the dismal films he's had the misfortune of appearing in. ""End of Days"" starts well with a gripping action sequence, yet quickly becomes a bore, taking the focus off action and suspense and instead concentrating on the investigation of demonic happenings and the quickly approaching millenium (read ""Doomsday""). Performances are stale, special effects so-so, and gore plentiful."|1
I'm rating this pretty high just because of Sam Elliott. I could've done without the female nudity but I'd sit through almost any nonsense in order to see Sam strut his stuff. He gets to spout wonderfully cynical witticisms, many of which I agree with, and it's a joy to see him in a role in which he actually gets to emote instead of just standing around scowling and looking virile as can be. My boyfriend opined that this movie is in a couple of ways similar to a film in which Ed Harris had a Hispanic partner (in the police sense of the term!)|1
